customer_id,snapshot,churn_probability,expected_dollar_churn,inferred_interval,interval_confidence,recommendation,reason,detail,auto_decided,model_version
k5x3RKmrDEcrCQuy,2025-03-05,0.9948,2.49,monthly,0.5724,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
k4mbLB9rsuI6oI1G,2025-03-05,0.875,7.53,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
5WMfBPL6Riq9lJeb,2025-03-05,1.0,30.02,monthly,0.6131,No-Go,high_churn_risk,"churn_prob 1.00 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
9DrQTdxRxAEazxKe,2025-03-05,0.982,1.12,one_time_candidate,0.9338,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
MFgIMfsDOfcEvpW7,2025-03-05,0.99,340.88,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
nrJxVYUv0TeOZIJd,2025-03-05,0.9494,0.78,monthly,0.6615,No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
9hTTptB25b9EIHVG,2025-03-05,0.9861,62.35,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
VJA7ovVz35ULh3As,2025-03-05,0.9656,0.0,monthly,0.7074,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
WVo1z7m2b21aosBn,2025-03-05,0.99,340.88,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
qUhofWBf2XqjD6EI,2025-03-05,0.9861,152.11,monthly,0.9487,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
N2SlHk1Wt3YsvCUH,2025-03-05,0.99,75.95,irregular,0.0723,Review,low_interval_confidence,interval_confidence 0.07 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
QAzMNiqoRhPACy23,2025-03-05,0.5736,44.69,one_time_candidate,0.9475,Review,borderline_churn_risk,"churn_prob 0.57 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
obNFwr8W6oFdQ9N6,2025-03-05,0.99,376.85,monthly,0.83,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
8vT8NqXsZif0Nzqk,2025-03-05,0.99,0.0,one_time_candidate,0.9475,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
5O2xPN2rE3FAnh15,2025-03-05,0.4952,299.12,annual,0.8653,Review,borderline_churn_risk,"churn_prob 0.50 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
0a85bhgoCd9l8abC,2025-03-05,0.9861,175.15,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
xztkkd5HtxPi3cbV,2025-03-05,0.982,80.16,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
ujQ7AtNgk1fuUGbh,2025-03-05,0.6331,49.53,one_time_candidate,0.9475,Review,borderline_churn_risk,"churn_prob 0.63 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
hKeibqKbcmXwoms2,2025-03-05,0.7471,263.2,monthly,0.5878,No-Go,high_churn_risk,"churn_prob 0.75 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
mlodXA362HyiKC3l,2025-03-05,0.982,1.12,one_time_candidate,0.95,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
bAhyl2RE6zcnTByv,2025-03-05,0.4503,193.41,monthly,0.7433,Review,borderline_churn_risk,"churn_prob 0.45 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
r8fI4J1tgyh6T4LU,2025-03-05,0.99,340.88,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
uJzT9H2KuTbmqWr0,2025-03-05,0.982,1.69,monthly,0.8856,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
klFHnQ1qaVgqExM6,2025-03-05,0.99,62.28,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
VnHVRYZyd3MmjblO,2025-03-05,0.5736,44.69,one_time_candidate,0.9338,Review,borderline_churn_risk,"churn_prob 0.57 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
L4rwapxeJEM1ybw1,2025-03-05,0.963,0.0,monthly,0.6978,No-Go,high_churn_risk,"churn_prob 0.96 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
gRO4ArmhWi1vavZp,2025-03-05,0.9861,273.51,annual,0.6635,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
vm9wAj3farMNsRRM,2025-03-05,0.982,51.97,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
hMCj0THZO5FLVzsS,2025-03-05,0.9015,34.68,annual,0.8,No-Go,high_churn_risk,"churn_prob 0.90 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
pu5y4jsXv8RYRwTF,2025-03-05,0.99,340.88,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
6wADV70wjJfe7Hb6,2025-03-05,0.99,62.28,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
lawZ7OAZ9YUrwo7S,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
v2Q6j5cGuHQ6nYSg,2025-03-05,0.99,340.88,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
8g9xOvC91QYZ3Wob,2025-03-05,0.8318,32.25,annual,0.7997,No-Go,high_churn_risk,"churn_prob 0.83 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
jGIRkaK6XOMNHaXo,2025-03-05,0.99,725.08,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
kRkbOJBUeuRdVwhi,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
XZahgfBWM1N6YI4H,2025-03-05,0.99,95.7,monthly,0.528,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
vtjRYvM3TuxFCckH,2025-03-05,0.6181,96.22,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
p0UXPQWCmdi9j6y4,2025-03-05,0.99,95.7,monthly,0.528,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
gGaY5ZXJ4C9d5ihQ,2025-03-05,0.9861,273.51,annual,0.6635,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
H295jGuHoaHzarC5,2025-03-05,0.9494,410.07,monthly,0.9658,No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
bDKRQLNGRzWj2PlZ,2025-03-05,0.8031,8.12,monthly,0.6607,No-Go,high_churn_risk,"churn_prob 0.80 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
WHNTS85OLljy12Tq,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
RuEXwI9tshAkLT3y,2025-03-05,0.9861,62.35,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
0XVSwkih2LoCHcV4,2025-03-05,0.99,76.45,irregular,0.0778,Review,low_interval_confidence,interval_confidence 0.08 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
AFYCM7oIW6ec5VWs,2025-03-05,0.99,75.13,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
5hDyiNN62AiVEBjw,2025-03-05,0.9912,59.43,monthly,0.4577,Review,low_interval_confidence,interval_confidence 0.46 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
VHIHexWZK2wXGCPe,2025-03-05,0.9912,246.03,monthly,0.9526,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
tKH1OklRQyRAxRV5,2025-03-05,0.3474,155.57,monthly,0.9614,Review,borderline_churn_risk,"churn_prob 0.35 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
Y5dhWBlM1JCSTfa7,2025-03-05,0.9494,1029.95,annual,0.5642,No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
3yKFuC8P53KxHDzk,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
x95ngpX6neRnkgWv,2025-03-05,0.99,62.28,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
HfzfwAlVdge7ywlQ,2025-03-05,0.99,8.93,monthly,0.5288,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
Srd5qsB6lJ8iTuUe,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
ZKqukMSyssgcLGsb,2025-03-05,1.0,2063.35,quarterly,0.6321,No-Go,high_churn_risk,"churn_prob 1.00 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
vqp7Y7C9jYH51eeo,2025-03-05,0.3474,155.57,monthly,0.9614,Review,borderline_churn_risk,"churn_prob 0.35 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
OxnEDo3c2VNg53nb,2025-03-05,0.875,317.02,monthly,0.8462,No-Go,high_churn_risk,"churn_prob 0.88 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
OYPJElfoK44J0Cz5,2025-03-05,0.99,17.37,monthly,0.8205,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
RLWQ9g586mY6Vzho,2025-03-05,0.982,1.7,monthly,0.8664,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
ERUHVgyoRbu0J4Fg,2025-03-05,0.9656,0.0,monthly,0.7074,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
t73TfwMtPSRhxs5j,2025-03-05,0.7471,7.08,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
4ENfV39I5y0D0S4o,2025-03-05,0.4503,173.9,monthly,0.4373,Review,low_interval_confidence,interval_confidence 0.44 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
kC826Kg6m7EX8tJd,2025-03-05,0.875,26.31,annual,0.4373,Review,low_interval_confidence,interval_confidence 0.44 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
xvuOz9eknhCFR8fQ,2025-03-05,0.7826,1681.3,monthly,0.4762,Review,low_interval_confidence,interval_confidence 0.48 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
U8u43BIZ0zkH9FUB,2025-03-05,0.99,62.28,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
LRWftCU3gJL0OM1c,2025-03-05,0.9948,33.02,monthly,0.5994,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
HiVf73tboJBBFsUi,2025-03-05,0.9861,0.0,one_time_candidate,0.9475,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
qswzOnQIRpKlMlyq,2025-03-05,0.9861,62.35,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
lsCVaCUHUpk4Lclu,2025-03-05,0.99,340.88,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
r6ffA5oXVLlyseX8,2025-03-05,0.4952,299.12,annual,0.8653,Review,borderline_churn_risk,"churn_prob 0.50 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
IFmX4oCY0pETytts,2025-03-05,0.9685,393.0,monthly,0.957,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
tBcFk9jiLnqZFjkv,2025-03-05,0.99,340.88,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
4oQkjCHdFAIxAQh3,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
z3zhR5LykQiRFlEb,2025-03-05,0.9656,0.0,monthly,0.7074,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
8aGZ6LD75eTcPhO6,2025-03-05,0.9685,459.55,monthly,0.5056,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
tf2eFzvhwHt3audw,2025-03-05,0.9685,1921.77,monthly,0.5919,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
d9En7U3HY8cbYxic,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
PyNVx51sNDzRTmnd,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
1u0X4TQdsTVhd0OQ,2025-03-05,0.7761,274.61,monthly,0.4286,Review,low_interval_confidence,interval_confidence 0.43 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
5awvKfIQw7jIU6ws,2025-03-05,0.982,1031.28,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
cBXwNoIHZCkW0QTH,2025-03-05,0.99,340.88,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
wzYBCtBVhGICjig5,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
vJio6Bht4CQzGR9N,2025-03-05,0.9033,131.44,quarterly,0.6,No-Go,high_churn_risk,"churn_prob 0.90 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
pqe5d7lzHGNOYY4U,2025-03-05,0.5163,179.23,mixed,0.166,Review,low_interval_confidence,interval_confidence 0.17 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
NLlYWeTV5YRm88Hm,2025-03-05,0.99,340.88,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
CEeeqnG1DPw6DkdS,2025-03-05,0.5736,329.77,annual,0.8655,Review,borderline_churn_risk,"churn_prob 0.57 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
yjkom2GVaJCACYvj,2025-03-05,0.99,231.3,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
VEm82KMe7zC7rQ5i,2025-03-05,0.99,17.25,monthly,0.7316,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
ALWgArvl8fLT8o4B,2025-03-05,0.9861,175.15,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
6jnzyBjBNWgE2Z7p,2025-03-05,0.9656,25.7,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
Q6QRiAPTcZLjkpbE,2025-03-05,0.99,47.83,mixed,0.2756,Review,low_interval_confidence,interval_confidence 0.28 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
vWas7xyKpXloG5q3,2025-03-05,0.99,16.97,monthly,0.7988,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
wwIhSRhOYGmwRj39,2025-03-05,0.9685,16.89,monthly,0.7557,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
IbRUxyv7PKL20Kie,2025-03-05,0.5163,300.81,annual,0.8655,Review,borderline_churn_risk,"churn_prob 0.52 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
4iW8amsma1RziGcU,2025-03-05,0.8318,409.94,monthly,0.9594,No-Go,high_churn_risk,"churn_prob 0.83 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
Q2f2VkFpiXGNJFtG,2025-03-05,0.9861,62.35,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
vhVuzsOMgTuSUudN,2025-03-05,0.8031,406.84,monthly,0.9604,No-Go,high_churn_risk,"churn_prob 0.80 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
ipV3F2oDpBDayfZc,2025-03-05,0.8318,32.25,annual,0.7997,No-Go,high_churn_risk,"churn_prob 0.83 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
UE1WrbgfxSvXjj6p,2025-03-05,0.9948,843.49,monthly,0.6321,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
qvBCAx2zuWZtfegL,2025-03-05,0.99,340.88,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
w97YB8HmdqRspvSV,2025-03-05,0.4952,301.05,annual,0.8653,Review,borderline_churn_risk,"churn_prob 0.50 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
u4SaguLx6fvfDwLI,2025-03-05,0.982,1.12,one_time_candidate,0.9338,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
VwwjsRpBjzpemQkD,2025-03-05,1.0,3591.93,mixed,0.2913,Review,low_interval_confidence,interval_confidence 0.29 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
Uyz5zeZi0nnibTp6,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
gtZWnKhS7XsN4PME,2025-03-05,0.9948,5.29,monthly,0.6152,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
A30tS9DcaRG63olN,2025-03-05,0.6331,49.33,one_time_candidate,0.95,Review,borderline_churn_risk,"churn_prob 0.63 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
mOx8CSqiXN8PoBD1,2025-03-05,0.99,17.25,monthly,0.7316,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
b65FdRjLKce8J3Y7,2025-03-05,0.9494,331.12,monthly,0.6467,No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
wlNvEDBYy9NWSIww,2025-03-05,0.99,17.26,monthly,0.791,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
KgqVLyUalT5lAbzl,2025-03-05,0.982,51.97,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
kJkVEo5iIPiuC27Y,2025-03-05,0.9494,0.78,monthly,0.6615,No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
dNwJja5i4PSILpDm,2025-03-05,0.9948,24.71,monthly,0.6826,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
go05lJwyzXRksao3,2025-03-05,0.9685,353.16,monthly,0.9555,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
chsdV4b9JWejRQsr,2025-03-05,0.9494,0.78,monthly,0.6615,No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
QxAoxzpO200cL858,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
KIOag0DYfv4vpgrv,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
8Csph14Ciw7VSkFF,2025-03-05,0.9861,273.51,annual,0.6635,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
UX97tX47eCnb0QOq,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
iJppHjbkAQ5bdEPZ,2025-03-05,0.8318,32.25,annual,0.7997,No-Go,high_churn_risk,"churn_prob 0.83 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
aYR4Jk3bLA3XbDBb,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
DsPZ37zVbPrDiTzY,2025-03-05,0.982,1.12,one_time_candidate,0.95,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
O0za8hkb3QC6V4i7,2025-03-05,0.9912,681.61,monthly,0.6479,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
aALlrxfijdu4Tjtx,2025-03-05,0.8318,32.25,annual,0.7997,No-Go,high_churn_risk,"churn_prob 0.83 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
gvqiHsqXUmvN5nvN,2025-03-05,0.9211,521.69,monthly,0.45,Review,low_interval_confidence,interval_confidence 0.45 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
DUVuqtkiHFfOCjpN,2025-03-05,0.9685,16.89,monthly,0.7557,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
20qlXAXfTl0oMzqm,2025-03-05,0.982,146.27,annual,0.5167,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
LVrjvdwUgKtuZcW7,2025-03-05,0.9833,338.58,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
2e5qeWS9Ruulpvw1,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
lOgzhVzSTbhe3V2d,2025-03-05,0.9861,62.35,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
HBJLL7zUKTsN5ngD,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
DmYnRryjBgivGJYw,2025-03-05,0.6331,49.53,one_time_candidate,0.925,Review,borderline_churn_risk,"churn_prob 0.63 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
AsjiD97K8QyIPNXc,2025-03-05,0.9948,4.92,monthly,0.587,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
I5RI5kpYUscmH7ca,2025-03-05,0.9494,0.78,monthly,0.6615,No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
J7Cn3iF5BQneIAWD,2025-03-05,0.99,28.94,quarterly,0.4858,Review,low_interval_confidence,interval_confidence 0.49 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
B4Rz69sytcQym6ki,2025-03-05,0.9656,0.0,monthly,0.7074,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
Mq4MfAsOTUll2TyK,2025-03-05,0.9861,271.82,annual,0.6634,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
wkn7N4GnB2Q9YQ9A,2025-03-05,0.9912,0.59,monthly,0.4261,Review,low_interval_confidence,interval_confidence 0.43 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
DUynkG4b6d5qoBoI,2025-03-05,0.9685,633.44,monthly,0.6429,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
rSXHksgIX1XgaPjm,2025-03-05,0.99,75.13,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
